,Location,Area,Bed,Bath,Price
2034,"Paribagh, Dhaka","3,800 sqft",3,4,85 Thousand
2035,"South Pirerbag, Pirerbag, Mirpur, Dhaka",600 sqft,2,1,8.5 Thousand
2036,"Manikdi, Cantonment, Dhaka","1,500 sqft",3,3,25 Thousand
2037,"South Baridhara Residential Area,D. I. T. Project, Badda, Dhaka",720 sqft,2,2,14 Thousand
2038,"Block D, Bashundhara R-A, Dhaka","1,500 sqft",3,3,25 Thousand
2039,"Mohammadi Housing LTD., Mohammadpur, Dhaka","1,300 sqft",3,3,20 Thousand
2040,"Mohammadpur, Dhaka",770 sqft,2,2,17 Thousand
2041,"Mohammadpur, Dhaka",770 sqft,2,2,16 Thousand
2042,"Block B, Bashundhara R-A, Dhaka","2,000 sqft",3,4,1 Lakh
2043,"Gulshan 1, Gulshan, Dhaka","2,200 sqft",3,3,80 Thousand
2044,"Dhanmondi, Dhaka","1,975 sqft",3,3,55 Thousand
2045,"Dhanmondi, Dhaka","2,020 sqft",3,3,40 Thousand
2046,"Kajla, Jatra Bari, Dhaka",800 sqft,3,2,15 Thousand
2047,"Block D, Section 2, Mirpur, Dhaka",800 sqft,2,1,15 Thousand
2048,"Block A, Section 10, Mirpur, Dhaka","1,850 sqft",3,3,30 Thousand
2049,"Block F, Bashundhara R-A, Dhaka","1,900 sqft",4,4,35 Thousand
2050,"Kajla, Jatra Bari, Dhaka",800 sqft,3,2,15 Thousand
2051,"Kafrul, Dhaka",760 sqft,2,2,12 Thousand
2052,"Mohammadia Housing Society, Mohammadpur, Dhaka",800 sqft,2,2,15 Thousand
2053,"Gulshan 1, Gulshan, Dhaka","5,800 sqft",5,5,2.6 Lakh
2054,"Lalmatia, Dhaka","2,200 sqft",3,4,50 Thousand
2055,"Block C, Bashundhara R-A, Dhaka","1,700 sqft",3,3,30 Thousand
2056,"Block G, Bashundhara R-A, Dhaka","1,800 sqft",3,3,25 Thousand
2057,"South Pirerbag, Pirerbag, Mirpur, Dhaka",600 sqft,2,1,8.5 Thousand
2058,"North Pirerbag, Pirerbag, Mirpur, Dhaka",750 sqft,2,2,8.5 Thousand
2059,"Block D, Bashundhara R-A, Dhaka","1,500 sqft",3,4,22 Thousand
2060,"Abdur Rafique Housing Society, Shekhertek, Mohammadpur, Dhaka",850 sqft,2,2,16 Thousand
2061,"Block M, South Banasree Project, Banasree, Dhaka","1,735 sqft",4,3,24 Thousand
2062,"Block B, Bashundhara R-A, Dhaka","2,350 sqft",3,4,45 Thousand
2063,"Sector 4, Uttara, Dhaka","2,250 sqft",4,3,45 Thousand
2064,"Sector 7, Uttara, Dhaka","1,850 sqft",3,4,30 Thousand
2065,"Sector 2, Block F, Aftab Nagar, Dhaka",850 sqft,2,2,11 Thousand
2066,"Gulshan 2, Gulshan, Dhaka","2,800 sqft",4,4,2.5 Lakh
2067,"Block E, Bashundhara R-A, Dhaka","1,530 sqft",3,4,25 Thousand
2068,"Block I, Bashundhara R-A, Dhaka","1,500 sqft",3,4,23 Thousand
2069,"Sector 13, Uttara, Dhaka","1,450 sqft",3,3,25 Thousand
2070,"Block I, Bashundhara R-A, Dhaka","2,000 sqft",3,4,50 Thousand
2071,"Bashundhara R-A, Dhaka","2,500 sqft",4,5,48 Thousand
2072,"Sector 13, Uttara, Dhaka","1,500 sqft",3,3,28 Thousand
2073,"Sector 13, Uttara, Dhaka","1,500 sqft",3,3,34 Thousand
2074,"Sector 13, Uttara, Dhaka","1,500 sqft",3,3,34 Thousand
2075,"Avenue 6, Mirpur DOHS, Mirpur, Dhaka","2,175 sqft",3,5,42 Thousand
2076,"Avenue 6, Mirpur DOHS, Mirpur, Dhaka","2,200 sqft",4,4,32 Thousand
2077,"Block B, Bashundhara R-A, Dhaka","2,000 sqft",4,5,75 Thousand
2078,"Block G, Bashundhara R-A, Dhaka","1,480 sqft",3,4,25 Thousand
2079,"Hazaribag, Dhaka","1,900 sqft",4,3,18 Thousand
2080,"Hazaribag, Dhaka","1,900 sqft",4,4,18 Thousand
2081,"Shiddheswari, Dhaka","2,271 sqft",3,4,70 Thousand
2082,"Sector 4, Uttara, Dhaka","1,525 sqft",3,4,25 Thousand
2083,"Block A, Bashundhara R-A, Dhaka","1,700 sqft",3,4,35 Thousand
2084,"Block A, Bashundhara R-A, Dhaka","1,700 sqft",3,4,35 Thousand
2085,"Maniknagar, Dhaka",650 sqft,2,1,11 Thousand
2086,"Block B, Nobodoy Housing Society, Mohammadpur, Dhaka","1,200 sqft",3,3,17 Thousand
2087,"Dhanmondi, Dhaka",900 sqft,2,2,15 Thousand
2088,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",900 sqft,2,2,15 Thousand
2089,"West Dhanmondi, Dhanmondi, Dhaka",950 sqft,2,2,20 Thousand
2090,"Sector 14, Uttara, Dhaka","1,700 sqft",3,3,35 Thousand
2091,"Block B, Bashundhara R-A, Dhaka","2,200 sqft",3,4,40 Thousand
2092,"Mugdapara, Dhaka",500 sqft,2,1,8 Thousand
2093,"Banani, Dhaka","2,200 sqft",3,4,80 Thousand
2094,"Aftab Nagar, Dhaka","1,250 sqft",3,3,20 Thousand
2095,"Sector 10, Uttara, Dhaka","1,500 sqft",3,4,50 Thousand
2096,"Avenue 6, Mirpur DOHS, Mirpur, Dhaka","2,175 sqft",3,5,42 Thousand
2097,"South Pirerbag, Pirerbag, Mirpur, Dhaka",600 sqft,1,1,7.5 Thousand
2098,"Block G, Bashundhara R-A, Dhaka","1,550 sqft",3,3,21 Thousand
2099,"Block B, Bashundhara R-A, Dhaka","1,400 sqft",3,3,30 Thousand
2100,"Block A, Niketan, Dhaka","1,500 sqft",3,3,90 Thousand
2101,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka",500 sqft,1,1,10 Thousand
2102,"Block G, Banasree, Dhaka","1,100 sqft",3,2,16 Thousand
2103,"Lalbagh, Dhaka","1,100 sqft",2,2,25 Thousand
2104,"Block F, Section 11, Mirpur, Dhaka",650 sqft,2,2,10 Thousand
2105,"Baridhara DOHS, Dhaka","1,385 sqft",3,4,40 Thousand
2106,"Sector 13, Uttara, Dhaka","1,500 sqft",3,3,27 Thousand
2107,"Block E, South Banasree Project, Banasree, Dhaka",600 sqft,2,2,10.5 Thousand
2108,"Sector 10, Uttara, Dhaka","2,100 sqft",3,4,30 Thousand
2109,"Nurer Chala, Badda, Dhaka",650 sqft,2,2,11 Thousand
2110,"Nurer Chala, Badda, Dhaka",650 sqft,2,2,11 Thousand
2111,"Block D, Bashundhara R-A, Dhaka","1,350 sqft",3,3,25 Thousand
2112,"Block C, Nobodoy Housing Society, Mohammadpur, Dhaka",700 sqft,2,2,13 Thousand
2113,"Block D, Bashundhara R-A, Dhaka","1,600 sqft",3,4,30 Thousand
2114,"Nurer Chala, Badda, Dhaka","1,100 sqft",3,3,18 Thousand
2115,"Sector 10, Uttara, Dhaka","1,800 sqft",3,3,35 Thousand
2116,"Dhanmondi, Dhaka","2,200 sqft",3,3,60 Thousand
2117,"Priyanka City, Sector 12, Uttara, Dhaka","1,600 sqft",4,4,32 Thousand
2118,"West Shewrapara, Mirpur, Dhaka",800 sqft,2,2,10 Thousand
2119,"Block D, Bashundhara R-A, Dhaka","1,250 sqft",3,2,24 Thousand
2120,"Kaderabad Housing Society, Katashur, Mohammadpur, Dhaka",700 sqft,2,2,11 Thousand
2121,"Sector 12, Uttara, Dhaka",900 sqft,3,2,17 Thousand
2122,"Modhubag, Boro Maghbazar, Maghbazar, Dhaka",750 sqft,2,1,12 Thousand
2123,"PC Culture Housing, Mohammadpur, Dhaka",800 sqft,2,2,17 Thousand
2124,"Sector 10, Uttara, Dhaka","1,500 sqft",3,3,22 Thousand
2125,"Priyanka City, Sector 12, Uttara, Dhaka","1,200 sqft",3,3,23 Thousand
2126,"Aftab Nagar, Dhaka","1,250 sqft",3,3,22 Thousand
2127,"Block F, Bashundhara R-A, Dhaka","1,650 sqft",3,3,26 Thousand
2128,"Block B, Bashundhara R-A, Dhaka","2,000 sqft",3,4,60 Thousand
2129,"Chandmiya Housing, Mohammadpur, Dhaka","1,050 sqft",2,2,14 Thousand
2130,"Avenue 1, Mirpur DOHS, Mirpur, Dhaka","1,200 sqft",2,2,20 Thousand
2131,"Eskaton, Dhaka","1,200 sqft",3,2,27 Thousand
2132,"Block G, Bashundhara R-A, Dhaka","1,400 sqft",3,3,36.75 Thousand
2133,"Nurer Chala, Badda, Dhaka","1,350 sqft",3,3,16 Thousand
2134,"Sector 1, Block F, Aftab Nagar, Dhaka","1,300 sqft",3,3,17 Thousand
2135,"Block D, Bashundhara R-A, Dhaka","1,450 sqft",3,3,25 Thousand
2136,"Block B, Bashundhara R-A, Dhaka","2,025 sqft",3,4,50 Thousand
2137,"Sector 10, Uttara, Dhaka","1,550 sqft",3,4,25 Thousand
2138,"Block D, Bashundhara R-A, Dhaka","2,400 sqft",4,4,55 Thousand
2139,"Block C, Aftab Nagar, Dhaka","1,050 sqft",2,2,16 Thousand
2140,"Banani, Dhaka","2,550 sqft",3,3,95 Thousand
2141,"Sector 11, Uttara, Dhaka",950 sqft,2,2,17.5 Thousand
2142,"Monipuripara, Tejgaon, Dhaka","1,150 sqft",3,3,25 Thousand
2143,"Block A, Bashundhara R-A, Dhaka","2,100 sqft",3,4,35 Thousand
2144,"Gulshan 1, Gulshan, Dhaka","1,650 sqft",3,3,50 Thousand
2145,"Sector 3, Uttara, Dhaka","1,540 sqft",3,3,30 Thousand
2146,"Gulshan 1, Gulshan, Dhaka","2,350 sqft",3,3,50 Thousand
2147,"Banani, Dhaka","1,550 sqft",3,4,52 Thousand
2148,"Gulshan 1, Gulshan, Dhaka","3,000 sqft",3,4,70 Thousand
2149,"Sector 4, Uttara, Dhaka",500 sqft,1,1,15 Thousand
2150,"Sector 5, Uttara, Dhaka",650 sqft,2,1,15 Thousand
2151,"Baridhara DOHS, Dhaka","1,250 sqft",3,3,45 Thousand
2152,"Nurer Chala, Badda, Dhaka",650 sqft,2,2,11 Thousand
2153,"Nurer Chala, Badda, Dhaka",650 sqft,2,2,11 Thousand
2154,"Mirpur, Dhaka",800 sqft,2,2,12 Thousand
2155,"Baridhara, Dhaka","4,200 sqft",4,4,4 Lakh
2156,"Baridhara, Dhaka","4,200 sqft",4,4,4 Lakh
2157,"Block F, Bashundhara R-A, Dhaka","1,700 sqft",3,4,24 Thousand
2158,"Dhanmondi, Dhaka","1,200 sqft",3,3,33 Thousand
2159,"Monipuripara, Tejgaon, Dhaka",900 sqft,2,2,18 Thousand
2160,"Cantonment, Dhaka","1,350 sqft",3,4,22 Thousand
2161,"Block A, Nobodoy Housing Society, Mohammadpur, Dhaka","1,000 sqft",3,2,16 Thousand
2162,"Block A, Chad Uddan Housing, Mohammadpur, Dhaka",950 sqft,3,2,15 Thousand
2163,"Block G, Bashundhara R-A, Dhaka","1,500 sqft",3,3,50 Thousand
2164,"Sector 2, Block D, Aftab Nagar, Dhaka","1,500 sqft",3,3,20 Thousand
2165,"Kalabagan, Dhaka",850 sqft,2,2,20 Thousand
2166,"Block J, Baridhara, Dhaka","3,100 sqft",4,4,1.5 Lakh
2167,"Banasree, Dhaka","1,200 sqft",3,3,20 Thousand
2168,"Banani DOHS, Dhaka","3,000 sqft",3,5,1.3 Lakh
2169,"Baridhara, Dhaka","4,000 sqft",4,5,4 Lakh
2170,"Old Eskaton, Eskaton, Dhaka","2,000 sqft",3,3,50 Thousand
2171,"Block J, Bashundhara R-A, Dhaka","2,100 sqft",3,4,25 Thousand
2172,"Eskaton, Dhaka","1,350 sqft",3,3,30 Thousand
2173,"Block A, Bashundhara R-A, Dhaka","2,100 sqft",3,4,60 Thousand
2174,"Block K, Baridhara, Dhaka","2,250 sqft",3,3,1.5 Lakh
2175,"Hatirpool, Dhaka","1,500 sqft",3,3,35 Thousand
2176,"Sector 13, Uttara, Dhaka","1,500 sqft",3,4,30 Thousand
2177,"Sector 11, Uttara, Dhaka","1,030 sqft",3,3,20 Thousand
2178,"Sector 12, Uttara, Dhaka",850 sqft,2,2,16 Thousand
2179,"Block C, Bashundhara R-A, Dhaka","2,600 sqft",3,4,42 Thousand
2180,"Sector 12, Uttara, Dhaka","1,500 sqft",3,3,25 Thousand
2181,"Sector 10, Uttara, Dhaka","1,450 sqft",3,3,30 Thousand
2182,"Baridhara, Dhaka","1,700 sqft",3,3,80 Thousand
2183,"Avenue 2, Mirpur DOHS, Mirpur, Dhaka","2,200 sqft",4,5,40 Thousand
2184,"Sector 1, Uttara, Dhaka","2,000 sqft",2,2,30 Thousand
2185,"Jigatola, Hazaribag, Dhaka","1,200 sqft",3,3,20 Thousand
2186,"Block G, Bashundhara R-A, Dhaka","1,750 sqft",3,4,35 Thousand
2187,"Block A, Aftab Nagar, Dhaka","1,500 sqft",3,3,30 Thousand
2188,"Block H, Banasree, Dhaka","1,600 sqft",4,4,30 Thousand
2189,"Block H, Banasree, Dhaka","1,600 sqft",4,4,30 Thousand
2190,"Block H, Banasree, Dhaka","1,800 sqft",4,4,31 Thousand
2191,"Block H, Banasree, Dhaka","1,600 sqft",4,4,30 Thousand
2192,"Block H, Banasree, Dhaka","1,550 sqft",4,4,30 Thousand
2193,"Block D, Bashundhara R-A, Dhaka","1,450 sqft",3,3,30 Thousand
2194,"Sector 6, Uttara, Dhaka","2,142 sqft",4,4,60 Thousand
2195,"Block G, Bashundhara R-A, Dhaka","1,500 sqft",3,3,30 Thousand
2196,"Block G, Bashundhara R-A, Dhaka","1,600 sqft",3,3,25 Thousand
2197,"Block D, Bashundhara R-A, Dhaka","1,800 sqft",3,3,30 Thousand
2198,"Block J, Baridhara, Dhaka","2,500 sqft",4,5,70 Thousand
2199,"Baridhara, Dhaka","2,500 sqft",3,3,1.3 Lakh
2200,"Mirpur, Dhaka",800 sqft,2,2,9.5 Thousand
2201,"Block D, Bashundhara R-A, Dhaka","1,450 sqft",3,3,25 Thousand
2202,"Avenue 8, Mirpur DOHS, Mirpur, Dhaka","2,200 sqft",3,4,35 Thousand
2203,"Avenue 8, Mirpur DOHS, Mirpur, Dhaka","1,100 sqft",2,2,21 Thousand
2204,"Eskaton, Dhaka","1,760 sqft",3,4,35 Thousand
2205,"Gulshan 2, Gulshan, Dhaka","3,000 sqft",4,4,1.5 Lakh
2206,"Avenue 8, Mirpur DOHS, Mirpur, Dhaka","2,200 sqft",4,4,40 Thousand
2207,"Block A, Bashundhara R-A, Dhaka","1,450 sqft",3,4,60 Thousand
2208,"Merul Badda, Badda, Dhaka","1,400 sqft",3,3,25 Thousand
2209,"Merul Badda, Badda, Dhaka","1,300 sqft",3,3,25 Thousand
2210,"Avenue 8, Mirpur DOHS, Mirpur, Dhaka","2,200 sqft",4,4,45 Thousand
2211,"Avenue 8, Mirpur DOHS, Mirpur, Dhaka","1,100 sqft",2,2,20.5 Thousand
2212,"Avenue 8, Mirpur DOHS, Mirpur, Dhaka","2,200 sqft",3,3,35 Thousand
2213,"Mohammadpur, Dhaka",750 sqft,2,2,15 Thousand
2214,"Kuril, Dhaka","1,000 sqft",3,2,17 Thousand
2215,"Block F, Banasree, Dhaka","1,600 sqft",3,3,26 Thousand
2216,"Block B, Bashundhara R-A, Dhaka","1,980 sqft",3,4,30 Thousand
2217,"Block A, Bashundhara R-A, Dhaka","2,038 sqft",3,4,35 Thousand
2218,"Block B, Bashundhara R-A, Dhaka","2,800 sqft",4,5,70 Thousand
2219,"Mohammadpur, Dhaka",750 sqft,2,2,25 Thousand
2220,"Block A, Bashundhara R-A, Dhaka","1,450 sqft",3,3,1.2 Lakh
2221,"Block F, Bashundhara R-A, Dhaka","1,700 sqft",3,4,25 Thousand
2222,"Sector 3, Uttara, Dhaka","1,550 sqft",3,3,30 Thousand
2223,"Block K, Baridhara, Dhaka","3,500 sqft",3,3,1.5 Lakh
2224,"Baridhara, Dhaka","2,800 sqft",4,5,1.2 Lakh
2225,"Sector 13, Uttara, Dhaka","1,500 sqft",3,3,35 Thousand
2226,"Avenue 3, Mirpur DOHS, Mirpur, Dhaka","2,200 sqft",3,5,30 Thousand
2227,"East Merul Badda, Merul Badda, Badda, Dhaka",950 sqft,2,2,12 Thousand
2228,"Dhanmondi, Dhaka","2,050 sqft",3,3,65 Thousand
2229,"Sector 11, Uttara, Dhaka","1,480 sqft",3,4,70 Thousand
2230,"Block F, Bashundhara R-A, Dhaka","1,700 sqft",3,4,25 Thousand
2231,"Block A, Bashundhara R-A, Dhaka","3,600 sqft",4,5,80 Thousand
2232,"Sector 1, Uttara, Dhaka","2,600 sqft",4,4,50 Thousand
2233,"Middle Badda, Badda, Dhaka",900 sqft,3,2,14.5 Thousand
2234,"Gulshan 2, Gulshan, Dhaka","2,500 sqft",3,3,1 Lakh
2235,"Block G, Banasree, Dhaka","1,100 sqft",3,2,22 Thousand
2236,"Sector 13, Uttara, Dhaka","1,600 sqft",2,3,25 Thousand
2237,"Baridhara, Dhaka","4,000 sqft",4,4,2.5 Lakh
2238,"Baridhara, Dhaka","2,500 sqft",4,4,1.6 Lakh
2239,"Dhanmondi, Dhaka","2,260 sqft",3,5,50 Thousand
2240,"Banani, Dhaka","3,000 sqft",4,4,1 Lakh
2241,"Baridhara, Dhaka","1,500 sqft",2,2,1.15 Lakh
2242,"Sector 14, Uttara, Dhaka","1,550 sqft",3,3,26 Thousand
2243,"Sector 7, Uttara, Dhaka","2,800 sqft",4,4,40 Thousand
2244,"Sector 13, Uttara, Dhaka","1,500 sqft",3,3,25 Thousand
2245,"Baridhara, Dhaka","4,200 sqft",4,4,4 Lakh
2246,"Sector 14, Uttara, Dhaka","1,800 sqft",3,3,28 Thousand
2247,"Block B, Section 12, Mirpur, Dhaka","1,400 sqft",3,3,20 Thousand
2248,"Block B, Section 12, Mirpur, Dhaka","1,600 sqft",3,3,25 Thousand
2249,"Block B, Section 12, Mirpur, Dhaka","1,400 sqft",3,3,20 Thousand
2250,"Block B, Section 12, Mirpur, Dhaka","1,400 sqft",3,3,20 Thousand
2251,"Block B, Section 12, Mirpur, Dhaka","1,600 sqft",3,3,25 Thousand
2252,"Block B, Section 12, Mirpur, Dhaka","1,400 sqft",3,3,20 Thousand
2253,"Block B, Section 12, Mirpur, Dhaka","1,600 sqft",3,3,25 Thousand
2254,"Block B, Section 12, Mirpur, Dhaka","1,400 sqft",3,3,20 Thousand
2255,"Block B, Section 12, Mirpur, Dhaka","1,600 sqft",3,3,25 Thousand
2256,"Block B, Section 12, Mirpur, Dhaka","1,400 sqft",3,3,20 Thousand
2257,"Avenue 8, Mirpur DOHS, Mirpur, Dhaka","2,200 sqft",3,4,40 Thousand
2258,"South Pirerbag, Pirerbag, Mirpur, Dhaka",600 sqft,2,1,8.5 Thousand
2259,"South Pirerbag, Pirerbag, Mirpur, Dhaka",600 sqft,2,1,8.5 Thousand
2260,"Dogair, Demra, Dhaka",750 sqft,2,2,7.5 Thousand
2261,"Sector 12, Uttara, Dhaka","1,650 sqft",3,4,30 Thousand
2262,"Avenue 6, Mirpur DOHS, Mirpur, Dhaka","2,200 sqft",4,4,35 Thousand
2263,"Avenue 5, Mirpur DOHS, Mirpur, Dhaka","2,250 sqft",4,5,35 Thousand
2264,"Merul Badda, Badda, Dhaka","1,300 sqft",3,3,27 Thousand
2265,"Avenue 8, Mirpur DOHS, Mirpur, Dhaka","2,200 sqft",3,3,30 Thousand
2266,"Block A, Bashundhara R-A, Dhaka","1,430 sqft",3,4,30 Thousand
2267,"Eskaton, Dhaka","1,650 sqft",3,3,28 Thousand
2268,"Sector 14, Uttara, Dhaka","1,500 sqft",3,3,50 Thousand
2269,"Merul Badda, Badda, Dhaka","1,400 sqft",3,3,25 Thousand
2270,"Merul Badda, Badda, Dhaka","1,400 sqft",3,3,25 Thousand
2271,"Badda, Dhaka","1,200 sqft",2,2,16 Thousand
2272,"Block B, Banasree, Dhaka",950 sqft,2,2,15 Thousand
2273,"Middle Badda, Badda, Dhaka",650 sqft,2,1,10 Thousand
2274,"Avenue 6, Mirpur DOHS, Mirpur, Dhaka","2,200 sqft",4,5,50 Thousand
2275,"Sector 4, Uttara, Dhaka","1,300 sqft",3,3,28 Thousand
2276,"Sector 4, Uttara, Dhaka","2,500 sqft",4,4,60 Thousand
2277,"Gulshan 2, Gulshan, Dhaka","3,500 sqft",4,4,2.5 Lakh
2278,"Sector 10, Uttara, Dhaka","1,500 sqft",3,3,30 Thousand
2279,"South Badda, Badda, Dhaka",850 sqft,2,2,20 Thousand
2280,"Baridhara, Dhaka","1,700 sqft",3,3,80 Thousand
2281,"Baridhara, Dhaka","1,700 sqft",3,3,80 Thousand
2282,"Baridhara DOHS, Dhaka","1,300 sqft",3,4,50 Thousand
2283,"Avenue 2, Mirpur DOHS, Mirpur, Dhaka","2,200 sqft",4,5,35 Thousand
2284,"Block K, Baridhara, Dhaka","2,750 sqft",3,3,1.6 Lakh
2285,"Lalbagh, Dhaka","1,105 sqft",3,3,25 Thousand
2286,"Priyanka City, Sector 12, Uttara, Dhaka","1,300 sqft",3,4,28 Thousand
2287,"Priyanka City, Sector 12, Uttara, Dhaka","1,300 sqft",3,4,28 Thousand
2288,"Sector 7, Uttara, Dhaka","1,830 sqft",3,4,35 Thousand
2289,"Baridhara, Dhaka","1,700 sqft",3,3,80 Thousand
2290,"Baridhara, Dhaka","1,921 sqft",3,3,1.4 Lakh
2291,"Baridhara DOHS, Dhaka","1,400 sqft",3,4,60 Thousand
2292,"Lalmatia, Dhaka","1,800 sqft",3,4,42 Thousand
2293,"Gulshan 1, Gulshan, Dhaka","2,300 sqft",3,3,80 Thousand
2294,"Block K, Baridhara, Dhaka","2,600 sqft",3,3,1.1 Lakh
2295,"Banani, Dhaka","1,500 sqft",3,4,60 Thousand
2296,"Road No 16, Banani, Dhaka","2,700 sqft",3,4,1.2 Lakh
2297,"Road No 16, Banani, Dhaka","2,700 sqft",3,4,1.2 Lakh
2298,"Block D, Lalmatia, Dhaka","2,000 sqft",3,3,65 Thousand
2299,"Baridhara, Dhaka","3,515 sqft",4,4,2.7 Lakh
2300,"Nikunja 1, Nikunja, Dhaka","1,800 sqft",4,4,60 Thousand
2301,"Block B, Nobodoy Housing Society, Mohammadpur, Dhaka",800 sqft,2,2,12 Thousand
2302,"Block B, Nobodoy Housing Society, Mohammadpur, Dhaka","1,480 sqft",3,3,18 Thousand
2303,"Block F, Bashundhara R-A, Dhaka","1,750 sqft",3,3,27 Thousand
2304,"Section 1, Mirpur, Dhaka","1,150 sqft",3,3,17.5 Thousand
2305,"Uttar Badda, Badda, Dhaka","1,100 sqft",3,3,18 Thousand
2306,"Banani, Dhaka","2,410 sqft",3,4,80 Thousand
2307,"Block F, Bashundhara R-A, Dhaka","2,400 sqft",4,5,30 Thousand
2308,"Baridhara, Dhaka","1,700 sqft",3,3,80 Thousand
2309,"Baridhara, Dhaka","1,700 sqft",3,3,80 Thousand
2310,"Baridhara, Dhaka","1,700 sqft",3,3,80 Thousand
2311,"Baridhara, Dhaka","1,700 sqft",3,3,80 Thousand
2312,"Jigatola, Hazaribag, Dhaka","1,250 sqft",3,3,30 Thousand
2313,"Avenue 2, Mirpur DOHS, Mirpur, Dhaka","2,200 sqft",4,5,40 Thousand
2314,"West Dhanmondi and Shangkar, Dhanmondi, Dhaka","1,500 sqft",3,3,35 Thousand
2315,"Baridhara, Dhaka","2,250 sqft",3,3,56 Thousand
2316,"Gulshan 2, Gulshan, Dhaka","3,013 sqft",4,4,1.5 Lakh
2317,"Baridhara, Dhaka","3,000 sqft",4,5,2.5 Lakh
2318,"Sector 12, Uttara, Dhaka",900 sqft,2,2,15 Thousand
2319,"Block E, Bashundhara R-A, Dhaka","1,280 sqft",3,3,22 Thousand
2320,"Eskaton, Dhaka","2,300 sqft",3,4,50 Thousand
2321,"Block F, Bashundhara R-A, Dhaka","1,700 sqft",3,4,25 Thousand
2322,"East Merul Badda, Merul Badda, Badda, Dhaka","1,329 sqft",3,3,21 Thousand
2323,"Block F, Bashundhara R-A, Dhaka","1,550 sqft",3,3,25 Thousand
2324,"Banani, Dhaka","2,700 sqft",3,3,1.4 Lakh
2325,"Shyamoli, Dhaka","1,200 sqft",3,2,19 Thousand
2326,"Shantinagar, Dhaka","1,300 sqft",3,3,28 Thousand
2327,"Block I, Bashundhara R-A, Dhaka","1,200 sqft",3,3,22 Thousand
2328,"South Pirerbag, Pirerbag, Mirpur, Dhaka",800 sqft,2,2,12 Thousand
2329,"Section 10, Mirpur, Dhaka",750 sqft,2,2,16 Thousand
2330,"Section 10, Mirpur, Dhaka","1,250 sqft",3,2,20 Thousand
2331,"Block B, Bashundhara R-A, Dhaka","2,200 sqft",3,3,45 Thousand
2332,"Senpara Parbata, Section 10, Mirpur, Dhaka","1,100 sqft",3,3,13 Thousand
2333,"Gulshan 2, Gulshan, Dhaka","2,350 sqft",3,4,80 Thousand
2334,"Block C, Bashundhara R-A, Dhaka","2,140 sqft",4,4,40 Thousand
2335,"Sector 4, Uttara, Dhaka","1,550 sqft",3,4,40 Thousand
2336,"Block B, Aftab Nagar, Dhaka","1,050 sqft",3,2,18 Thousand
2337,"Uttar Badda, Badda, Dhaka","1,100 sqft",3,2,20 Thousand
2338,"Block C, Bashundhara R-A, Dhaka","1,319 sqft",3,4,25 Thousand
2339,"Block E, Section 2, Mirpur, Dhaka","1,100 sqft",3,2,22 Thousand
2340,"Block G, Bashundhara R-A, Dhaka","1,800 sqft",3,3,24 Thousand
2341,"Maniknagar, Dhaka",900 sqft,2,2,16 Thousand
2342,"Block F, Banasree, Dhaka","1,500 sqft",3,3,22 Thousand
2343,"Mohammadpur, Dhaka",720 sqft,2,2,20 Thousand
2344,"Shantinagar, Dhaka","1,600 sqft",3,3,40 Thousand
2345,"Block E, Chandrima Model Town, Mohammadpur, Dhaka","1,350 sqft",3,3,12 Thousand
2346,"Hazaribag, Dhaka","1,400 sqft",3,3,27 Thousand
2347,"Block E, Chandrima Model Town, Mohammadpur, Dhaka","1,350 sqft",3,3,12 Thousand
2348,"Sector 4, Uttara, Dhaka","1,600 sqft",3,3,25 Thousand
2349,"Mirpur Road, New Market, Dhaka","1,450 sqft",3,3,35 Thousand
2350,"Pirerbag, Mirpur, Dhaka",800 sqft,2,2,10.5 Thousand
2351,"PC Culture Housing, Mohammadpur, Dhaka",400 sqft,1,1,7.5 Thousand
2352,"Sector 6, Uttara, Dhaka","1,050 sqft",3,3,23 Thousand
2353,"Ibrahimpur, Dhaka","1,166 sqft",3,3,19 Thousand
2354,"Pirerbag, Mirpur, Dhaka",760 sqft,2,2,13 Thousand
2355,"Ibrahimpur, Dhaka","1,250 sqft",3,3,20 Thousand
2356,"Tikatuli, Sutrapur, Dhaka","1,175 sqft",3,2,27 Thousand
2357,"PC Culture Housing, Mohammadpur, Dhaka",800 sqft,2,2,15.5 Thousand
2358,"Gulbag, Malibagh, Dhaka",900 sqft,2,2,20 Thousand
2359,"Pirerbag, Mirpur, Dhaka","1,050 sqft",2,2,13 Thousand
2360,"Block B, Metro Housing, Bochila, Mohammadpur, Dhaka",780 sqft,2,2,10.5 Thousand
2361,"Nikunja 2, Nikunja, Dhaka",800 sqft,2,2,20 Thousand
2362,"Shyamoli, Dhaka","1,250 sqft",3,3,20 Thousand
2363,"Block F, Bashundhara R-A, Dhaka","1,875 sqft",3,4,35 Thousand
2364,"Paikpara, Ahmed Nagar, Mirpur, Dhaka","1,020 sqft",3,2,17 Thousand
2365,"Satarkul, Uttar Badda, Badda, Dhaka","1,200 sqft",3,3,17.68 Thousand
2366,"Shegunbagicha, Dhaka","1,500 sqft",3,2,35 Thousand
2367,"Kunipara, Tejgaon Industrial Area, Tejgaon, Dhaka","1,100 sqft",3,2,23 Thousand
2368,"Senpara Parbata, Section 10, Mirpur, Dhaka","1,175 sqft",3,3,20 Thousand
